"id";"lavNumber";"name";"type";"result";"tier";"officialFeatureId";"officialDistanceM";"officialName";"officialCandidateCount";"nameScore";"distanceGapM";"featureUseCount";"reason"
"11-440-05-alter-saalearm-uichteritz";"11-440-05";"Alter Saalearm Uichteritz";"Fließgewässer";"review";"v71-no-official-feature";"";"0.1";"";"11";"0.000";"50.6";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"11-480-02-naturbad-rehmsdorf";"11-480-02";"Naturbad Rehmsdorf";"See";"review";"v71-no-official-feature";"";"39.7";"";"1";"0.000";"9999";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"11-480-09-phonix-nord";"11-480-09";"Phönix Nord";"See";"review";"v71-no-official-feature";"";"101.3";"";"1";"0.000";"9999";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"11-480-13-revierparkteich-profen";"11-480-13";"Revierparkteich Profen";"Teich";"review";"v71-no-official-feature";"";"";"";"0";"0.000";"";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"11-480-18-hasselteich-droyig";"11-480-18";"Hasselteich Droyßig";"Teich";"review";"v71-no-official-feature";"";"";"";"0";"0.000";"";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"11-480-20-wal-in-gobitz";"11-480-20";"Wal in Göbitz";"See";"review";"v71-no-official-feature";"";"721.8";"";"1";"0.000";"9999";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"11-482-01-hainbergsee-sachsen-anhalt-bereich-a-b-h-k-s-z-6-30";"11-482-01";"Hainbergsee (Sachsen-Anhalt-Bereich) A, B, H, K, S, Z 6,30";"See";"review";"v71-no-official-feature";"";"449.1";"Steinbruchsee";"1";"0.000";"9999";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"11-482-02-muhlgraben-wetterzeube";"11-482-02";"Mühlgraben Wetterzeube";"Fließgewässer";"review";"v71-no-official-feature";"";"14.9";"";"2";"0.000";"58";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"11-482-04-grasteich-spora";"11-482-04";"Grasteich Spora";"Teich";"review";"v71-no-official-feature";"";"291.8";"Penkwitzer See";"1";"0.000";"9999";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"11-482-05-flograben-von-lg-thuringen-bis";"11-482-05";"Floßgraben von LG Thüringen bis";"Fließgewässer";"review";"v71-no-official-feature";"";"9.8";"";"5";"0.000";"27.8";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"12-140-04-stillinge-nord";"12-140-04";"Stillinge Nord";"See";"review";"v71-no-official-feature";"";"313.2";"";"1";"0.000";"9999";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"12-140-05-rehsumpf";"12-140-05";"Rehsumpf";"See";"review";"v71-no-official-feature";"";"68.3";"";"6";"0.000";"0";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"12-140-07-mulde-von-ca-150-m-unterhalb-abzweig-a-b-bl-d-h-pl-20-00-jonitzer-mulde-bis-tiergartenbrucke-und-q-z-von-unterhalb-brucke-b185-bis-250m-oberhalb-einmundung-jonitzer-mulde-und-von-einmundung-lorkgraben-bis-tannenhagerbrucke-sowie-jonitzer-mulde-von-abzweig-aus-der-mulde-bis-oberhalb-brucke-jonitzer-muhle";"12-140-07";"Mulde von ca. 150 m unterhalb Abzweig A, B, Bl, D, H, Pl, 20,00 Jonitzer Mulde bis Tiergartenbrücke und Q, Z von unterhalb Brücke B185 bis 250m oberhalb Einmündung Jonitzer Mulde und von Einmündung Lorkgraben bis Tannenhägerbrücke sowie Jonitzer Mulde von Abzweig aus der Mulde bis oberhalb Brücke Jonitzer Mühle";"Fließgewässer";"review";"v71-no-official-feature";"";"3.8";"";"7";"0.000";"8.8";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"12-140-08-peisker-an-der-strae-zum-ot-rolau";"12-140-08";"Peisker an der Straße zum OT Roßlau";"See";"review";"v71-no-official-feature";"";"825.7";"";"1";"0.000";"9999";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"12-140-09-fahrsee-an-der-strae-zum-ot-rolau";"12-140-09";"Fährsee an der Straße zum OT Roßlau";"See";"review";"v71-no-official-feature";"";"825.7";"";"1";"0.000";"9999";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"12-140-11-zoberbergsee-1-im-ot-mosigkau";"12-140-11";"Zoberbergsee 1 im OT Mosigkau";"See";"review";"v71-no-official-feature";"";"855.4";"";"2";"0.000";"3.3";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"12-360-02-karpfenteich-biethe-im-ot-rolau";"12-360-02";"Karpfenteich Biethe im OT Roßlau";"Teich";"review";"v71-no-official-feature";"";"825.7";"";"1";"0.000";"9999";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"13-280-07-neustadter-see-ii-schonstrecke-beachten-a-b-bl-h-k-pl-s-28-00";"13-280-07";"Neustädter See II, Schonstrecke beachten A, B, Bl, H, K, Pl, S 28,00";"See";"review";"v71-no-official-feature";"";"449.1";"Steinbruchsee";"1";"0.000";"9999";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"13-280-13-else-kolke-bei-zipkeleben";"13-280-13";"Else-Kolke bei Zipkeleben";"See";"review";"v71-no-official-feature";"";"51.8";"Dreierkolk";"2";"0.000";"329.8";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"13-280-15-prester-see-3-teile";"13-280-15";"Prester See (3 Teile)";"See";"review";"v71-no-official-feature";"";"508.7";"";"1";"0.000";"9999";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"13-280-18-alte-elbe-kreuzhorst";"13-280-18";"Alte Elbe Kreuzhorst";"Fließgewässer";"review";"v71-no-official-feature";"";"12.3";"";"4";"0.000";"22.6";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"13-280-23-elbe-und-alte-elbe";"13-280-23";"Elbe und Alte Elbe";"Fließgewässer";"review";"v71-no-official-feature";"";"17.1";"";"4";"0.000";"30.4";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"13-280-24-zollelbe-vom-elb-km-325-60-327-40";"13-280-24";"Zollelbe vom Elb-km 325,60 – 327,40";"Fließgewässer";"review";"v71-no-official-feature";"";"43.5";"";"4";"0.000";"189.9";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"13-280-30-sternsee-olvenstedt";"13-280-30";"Sternsee Olvenstedt";"See";"review";"v71-no-official-feature";"";"732.7";"Steinbruchsee";"2";"0.000";"240.1";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"13-280-32-siel-zipkeleben";"13-280-32";"Siel Zipkeleben";"See";"review";"v71-no-official-feature";"";"51.8";"Dreierkolk";"2";"0.000";"329.8";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"13-400-01-wolter-1-und-2-bei-randau";"13-400-01";"Wolter 1 und 2 bei Randau";"See";"review";"v71-no-official-feature";"";"";"";"0";"0.000";"";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"13-400-02-riemer-1-2-und-3-bei-randau";"13-400-02";"Riemer 1, 2 und 3 bei Randau";"See";"review";"v71-no-official-feature";"";"";"";"0";"0.000";"";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"13-400-03-schloteich-in-randau";"13-400-03";"Schloßteich in Randau";"Teich";"review";"v71-no-official-feature";"";"";"";"0";"0.000";"";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"13-400-04-langer-see-groer-see-bei-randau";"13-400-04";"Langer See (Großer See) bei Randau";"See";"review";"v71-no-official-feature";"";"";"";"0";"0.000";"";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"13-400-05-gelbes-loch-bei-randau";"13-400-05";"Gelbes Loch bei Randau";"Fließgewässer";"review";"v71-no-official-feature";"";"12.3";"";"4";"0.000";"22.6";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"13-400-06-alte-elbe-bei-randau-calenberge";"13-400-06";"Alte Elbe bei Randau/Calenberge";"Fließgewässer";"review";"v71-no-official-feature";"";"419.1";"";"1";"0.000";"9999";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"13-400-07-kiesbaggerloch-bei-randau";"13-400-07";"Kiesbaggerloch bei Randau";"Kiesgrube";"review";"v71-no-official-feature";"";"";"";"0";"0.000";"";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"13-400-08-schwarzer-kruger-bei-randau";"13-400-08";"Schwarzer Krüger bei Randau";"See";"review";"v71-no-official-feature";"";"";"";"0";"0.000";"";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"13-400-09-kaltes-loch-bei-randau";"13-400-09";"Kaltes Loch bei Randau";"See";"review";"v71-no-official-feature";"";"";"";"0";"0.000";"";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"13-400-10-butz-bei-randau";"13-400-10";"Butz bei Randau";"See";"review";"v71-no-official-feature";"";"";"";"0";"0.000";"";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"14-210-02-obere-aue-fkk";"14-210-02";"Obere Aue (FKK)";"See";"review";"v71-no-official-feature";"";"1";"Kleiner Heidesee";"2";"0.000";"62";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"14-210-10-kirchteich-in-neustadt";"14-210-10";"Kirchteich in Neustadt";"Teich";"review";"v71-no-official-feature";"";"130.2";"Kirchteich";"5";"0.455";"0";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"14-210-11-bruchsee-in-neustadt";"14-210-11";"Bruchsee in Neustadt";"See";"review";"v71-no-official-feature";"";"35.7";"Bruchsee";"1";"0.400";"9999";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"14-210-13-friedhofsteich-neustadt";"14-210-13";"Friedhofsteich Neustadt";"Teich";"review";"v71-no-official-feature";"";"26.5";"";"5";"0.000";"10.9";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"14-210-18-weie-elster-von-straenbrucke";"14-210-18";"Weiße Elster von Straßenbrücke";"See";"review";"v71-no-official-feature";"";"";"";"0";"0.000";"";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
"14-212-01-groes-posthorn-linksseitig-am";"14-212-01";"Großes Posthorn linksseitig am";"See";"review";"v71-no-official-feature";"";"";"";"0";"0.000";"";"0";"Kein eindeutig referenzierbares amtliches Feature; bleibt im Review."
