"id";"lavNumber";"name";"type";"result";"anchor";"anchorRule";"distanceM";"officialName";"candidateCount";"nameScore";"gapM";"reason"
"13-282-01-hohmann-s-badelauben-kleiner-see";"13-282-01";"Hohmann´s Badelauben - Kleiner See";"See";"review";"Kleiner See";"suffix2";"16.9";"Kleiner See";"11";"0.355";"53.0";"v11-Ortsanker 'Kleiner See' (suffix2) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"14-210-01-saalealtarm-hohenweiden";"14-210-01";"Saalealtarm Hohenweiden";"Fließgewässer";"review";"Hohenweiden";"suffix1";"112.8";"";"20";"0.000";"13.3";"v11-Ortsanker 'Hohenweiden' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"14-210-03-kleines-posthorn-rechtsseitig";"14-210-03";"Kleines Posthorn rechtsseitig";"See";"review";"Posthorn";"suffix2";"125.4";"Kleiner Posthornteich";"2";"0.000";"51.9";"v11-Ortsanker 'Posthorn' (suffix2) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"14-210-04-groer-angersdorfer-teich";"14-210-04";"Großer Angersdorfer Teich";"Teich";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"14-210-05-kleiner-angersdorfer-teich";"14-210-05";"Kleiner Angersdorfer Teich";"Teich";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"14-210-06-pfarrteich-seeben";"14-210-06";"Pfarrteich Seeben";"Teich";"review";"Seeben";"suffix1";"214.8";"";"2";"0.000";"2.4";"v11-Ortsanker 'Seeben' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"14-210-08-osendorfer-see";"14-210-08";"Osendorfer See";"See";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"14-210-12-untere-aue-neuer-kanal";"14-210-12";"Untere Aue (Neuer Kanal)";"Fließgewässer";"review";"Aue";"suffix1";"106.1";"";"7";"0.000";"130.6";"v11-Ortsanker 'Aue' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"14-210-15-pulverweidenteich";"14-210-15";"Pulverweidenteich";"Teich";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
"14-210-16-saale-von-straenbrucke-b-91";"14-210-16";"Saale von Straßenbrücke B 91";"Fließgewässer";"review";"B 91";"suffix2";"26.7";"";"13";"0.000";"83.7";"v11-Ortsanker 'B 91' (suffix2) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"14-210-17-umgehungskanal-halle-alter-kanal";"14-210-17";"Umgehungskanal Halle (Alter Kanal)";"Fließgewässer";"review";"Halle";"suffix1";"465.4";"";"22";"0.000";"9.6";"v11-Ortsanker 'Halle' (suffix1) liefert amtlichen Kandidaten, aber noch keine sichere Freigabe."
"14-210-21-reide-von-braschwitz-zoberitz";"14-210-21";"Reide von Braschwitz-Zöberitz";"See";"unmatched";"";"";"";"";"";"";"";"Kein OSM-v3-Kandidat vorhanden."
