"id";"lavNumber";"name";"district";"status";"confidence";"method";"latitude";"longitude";"locality";"candidateName";"distanceKm";"candidateAreaHa"
"9-230-07-wippertalsperre";"9-230-07";"Wippertalsperre";"Mansfeld-Südharz";"unmatched";"";"";"";"";"";"";"";""
"9-230-08-schaferteich-sylda";"9-230-08";"Schäferteich Sylda";"Mansfeld-Südharz";"review";"0.908";"locality-water-review";"51.679334";"11.4230811";"Sylda";"";"0.19";""
"9-230-09-dorfteich-sylda";"9-230-09";"Dorfteich Sylda";"Mansfeld-Südharz";"review";"0.908";"locality-water-review";"51.679334";"11.4230811";"Sylda";"";"0.19";""
"9-230-11-amtsteich-bei-vatterode";"9-230-11";"Amtsteich bei Vatterode";"Mansfeld-Südharz";"unmatched";"";"";"";"";"Vatterode";"";"";""
"9-230-13-huttenteich-sylda";"9-230-13";"Hüttenteich Sylda";"Mansfeld-Südharz";"review";"0.908";"locality-water-review";"51.679334";"11.4230811";"Sylda";"";"0.19";""
"9-230-14-dorfteich-greifenhagen";"9-230-14";"Dorfteich Greifenhagen";"Mansfeld-Südharz";"unmatched";"";"";"";"";"Greifenhagen";"";"";""
"9-230-15-ochsenpfuhlbachteich-vatterode";"9-230-15";"Ochsenpfuhlbachteich Vatterode";"Mansfeld-Südharz";"review";"0.854";"locality-water-review";"51.5992349";"11.426009";"Vatterode";"";"0.53";""
"9-351-01-unterer-hofteich-in-sittichenbach";"9-351-01";"Unterer Hofteich in Sittichenbach";"Mansfeld-Südharz";"unmatched";"";"";"";"";"";"";"";""
"9-351-02-fischteich-rothenschirmbach";"9-351-02";"Fischteich Rothenschirmbach";"Mansfeld-Südharz";"unmatched";"";"";"";"";"";"";"";""
"9-352-01-oberer-hofteich-in-sittichenbach";"9-352-01";"Oberer Hofteich in Sittichenbach";"Mansfeld-Südharz";"unmatched";"";"";"";"";"";"";"";""
"9-390-02-see-hackpuffel";"9-390-02";"See Hackpüffel";"Mansfeld-Südharz";"unmatched";"";"";"";"";"";"";"";""
"9-390-03-toter-arm-lange-helme-bei";"9-390-03";"Toter Arm „Lange Helme“ bei";"Mansfeld-Südharz";"unmatched";"";"";"";"";"Helme“ bei";"";"";""
"9-390-04-toter-arm-eichgraben-bei-wallhausen";"9-390-04";"Toter Arm „Eichgraben“ bei Wallhausen";"Mansfeld-Südharz";"review";"0.908";"locality-water-review";"51.4615643";"11.2101301";"Wallhausen";"";"0.19";""
"9-390-06-groer-und-kleiner-see-uftrungen";"9-390-06";"Großer und Kleiner See Uftrungen";"Mansfeld-Südharz";"review";"0.903";"locality-water-review";"51.498844";"10.9835133";"Uftrungen";"";"0.22";""
"9-390-07-dorfteich-passbruch";"9-390-07";"Dorfteich Passbruch";"Mansfeld-Südharz";"review";"0.926";"locality-water-review";"51.5533313";"11.1259526";"Passbruch";"";"0.08";""
"9-390-08-schloteich-rottleberode";"9-390-08";"Schloßteich Rottleberode";"Mansfeld-Südharz";"unmatched";"";"";"";"";"Rottleberode";"";"";""
"9-390-09-entfallt";"9-390-09";"entfällt";"Mansfeld-Südharz";"unmatched";"";"";"";"";"";"";"";""
"9-390-10-altarm-am-hornissenberg-bei-kelbra";"9-390-10";"Altarm am Hornissenberg bei Kelbra";"Mansfeld-Südharz";"review";"0.856";"locality-water-review";"51.4390267";"11.0361459";"Kelbra";"";"0.51";""
"9-390-11-neuvorwerksteich-bei-allstedt";"9-390-11";"Neuvorwerksteich bei Allstedt";"Mansfeld-Südharz";"unmatched";"";"";"";"";"Allstedt";"";"";""
"9-390-12-teich-karlsrode";"9-390-12";"Teich Karlsrode";"Mansfeld-Südharz";"unmatched";"";"";"";"";"Karlsrode";"";"";""
"9-390-14-huttenteich-in-breitenstein";"9-390-14";"Hüttenteich in Breitenstein";"Mansfeld-Südharz";"review";"0.898";"locality-water-review";"51.6200826";"10.9417426";"Breitenstein";"Hüttenteich";"0.7";""
"9-390-16-toter-helmearm-bei-rola";"9-390-16";"Toter Helmearm bei Roßla";"Mansfeld-Südharz";"review";"0.825";"locality-water-review";"51.4574698";"11.0800421";"Roßla";"";"0.7";""
"9-390-17-muhlgraben-vom-wehr-hornissenberg";"9-390-17";"Mühlgraben vom Wehr Hornissenberg";"Mansfeld-Südharz";"review";"0.873";"locality-water-review";"51.4569268";"11.2065659";"die Helme";"";"0.41";""
"9-390-18-feuerloschteich-in-dittichenrode";"9-390-18";"Feuerlöschteich in Dittichenrode";"Mansfeld-Südharz";"review";"0.831";"locality-water-review";"51.4689026";"11.1009878";"Dittichenrode";"";"0.66";""
"9-390-19-dorfteich-rotha";"9-390-19";"Dorfteich Rotha";"Mansfeld-Südharz";"review";"0.937";"locality-water-review";"51.5409166";"11.1474381";"Rotha";"";"0.02";""
"9-390-20-kunstteich-bei-wettelrode";"9-390-20";"Kunstteich bei Wettelrode";"Mansfeld-Südharz";"review";"0.824";"locality-water-review";"51.5142656";"11.2755607";"Wettelrode";"";"0.7";""
"9-390-21-zweier-und-dreierteich-am-rosarium";"9-390-21";"Zweier- und Dreierteich am Rosarium";"Mansfeld-Südharz";"review";"0.837";"locality-water-review";"51.474971";"11.3099336";"Rosarium";"";"0.63";""
"9-390-22-helme-ab-200m-unterhalb-straen";"9-390-22";"Helme ab 200m unterhalb Straßen-";"Mansfeld-Südharz";"unmatched";"";"";"";"";"Straßen-";"";"";""
"9-390-23-3-tonlocher-bei-morungen";"9-390-23";"3 Tonlöcher bei Morungen –";"Mansfeld-Südharz";"review";"0.788";"locality-water-review";"51.5082876";"11.2316396";"Morungen";"";"0.93";""
"9-390-24-alte-kiesgrube-berga";"9-390-24";"Alte Kiesgrube Berga";"Mansfeld-Südharz";"review";"0.87";"locality-water-review";"51.4572795";"11.0018156";"Berga";"";"0.42";""
"9-390-25-teich-in-beyernaumburg-othal";"9-390-25";"Teich in Beyernaumburg/Othal";"Mansfeld-Südharz";"unmatched";"";"";"";"";"Beyernaumburg/Othal";"";"";""
"9-390-26-sackteich-in-sangerhausen";"9-390-26";"Sackteich in Sangerhausen";"Mansfeld-Südharz";"review";"0.824";"locality-water-review";"51.4833779";"11.3124136";"Sangerhausen";"Sackteich";"1.52";""
"9-390-27-kiesgrube-bei-rola";"9-390-27";"Kiesgrube bei Roßla";"Mansfeld-Südharz";"review";"0.825";"locality-water-review";"51.4574698";"11.0800421";"Roßla";"";"0.7";""
"9-390-28-toter-helmearm-bei-bennungen";"9-390-28";"Toter Helmearm bei Bennungen";"Mansfeld-Südharz";"unmatched";"";"";"";"";"Bennungen";"";"";""
"9-390-29-alte-kiesgrube-katarienenrieth";"9-390-29";"Alte Kiesgrube Katarienenrieth";"Mansfeld-Südharz";"unmatched";"";"";"";"";"";"";"";""
"9-390-31-schloteich-grillenberg";"9-390-31";"Schloßteich Grillenberg";"Mansfeld-Südharz";"review";"0.851";"locality-water-review";"51.5285688";"11.3122889";"Grillenberg";"";"0.54";""
"9-390-32-stausee-kelbra";"9-390-32";"Stausee Kelbra";"Mansfeld-Südharz";"review";"0.856";"locality-water-review";"51.4390267";"11.0361459";"Kelbra";"";"0.51";""
"10-210-01-kiesgrube-in-rattmannsdorf";"10-210-01";"Kiesgrube in Rattmannsdorf";"Saalekreis";"review";"0.839";"locality-water-review";"51.416118";"11.9547373";"Rattmannsdorf";"";"0.62";""
"10-210-02-kiesgrube-gansteich-zwintschona";"10-210-02";"Kiesgrube (Gänsteich) Zwintschöna";"Saalekreis";"unmatched";"";"";"";"";"Zwintschöna";"";"";""
"10-210-03-friedrichsbad-in-zwintschona";"10-210-03";"Friedrichsbad in Zwintschöna";"Saalekreis";"review";"0.888";"locality-water-review";"51.4499103";"12.0488239";"Zwintschöna";"";"0.31";""
"10-210-04-dorfteich-in-zwintschona";"10-210-04";"Dorfteich in Zwintschöna";"Saalekreis";"review";"0.888";"locality-water-review";"51.4499103";"12.0488239";"Zwintschöna";"";"0.31";""
"10-210-05-muhlteich-in-zwintschona";"10-210-05";"Mühlteich in Zwintschöna";"Saalekreis";"review";"0.888";"locality-water-review";"51.4499103";"12.0488239";"Zwintschöna";"";"0.31";""
"10-210-06-kiesgrube-rockendorf-bei-hohenweiden";"10-210-06";"Kiesgrube Rockendorf bei Hohenweiden";"Saalekreis";"unmatched";"";"";"";"";"Hohenweiden";"";"";""
"10-210-07-kiesgrube-in-ropzig";"10-210-07";"Kiesgrube in Röpzig";"Saalekreis";"unmatched";"";"";"";"";"Röpzig";"";"";""
"10-210-08-wallendorfer-see-aktuelle";"10-210-08";"Wallendorfer See - Aktuelle";"Saalekreis";"unmatched";"";"";"";"";"";"";"";""
"10-210-09-muhlgraben-von-saalealtarm-hohen";"10-210-09";"Mühlgraben von Saalealtarm Hohen-";"Saalekreis";"review";"0.936";"locality-water-review";"51.5665958";"12.0665883";"Hohen-";"";"0.03";""
"10-210-10-dorfteich-plonitz";"10-210-10";"Dorfteich Plößnitz";"Saalekreis";"review";"0.912";"locality-water-review";"51.5348193";"12.0593357";"Plößnitz";"";"0.17";""
"10-210-11-dorfteich-hohenthurm";"10-210-11";"Dorfteich Hohenthurm";"Saalekreis";"unmatched";"";"";"";"";"Hohenthurm";"";"";""
"10-290-01-teiche-in-zscherneddel";"10-290-01";"Teiche in Zscherneddel";"Saalekreis";"review";"0.928";"locality-water-review";"51.346784";"12.1151484";"Zscherneddel";"";"0.07";""
"10-290-03-krugs-teich-in-schafstadt";"10-290-03";"Krugs Teich in Schafstädt";"Saalekreis";"review";"0.925";"locality-water-review";"51.3828756";"11.7752528";"Schafstädt";"";"0.09";""
"10-290-05-gr-und-kl-muhlteich-schkopau";"10-290-05";"Gr. und Kl. Mühlteich Schkopau";"Saalekreis";"unmatched";"";"";"";"";"Schkopau";"";"";""
"10-290-06-parkteich-in-braunsbedra";"10-290-06";"Parkteich in Braunsbedra";"Saalekreis";"review";"0.79";"locality-water-review";"51.2887039";"11.8746476";"Braunsbedra";"";"0.92";""
"10-290-08-dorfteich-zollschen";"10-290-08";"Dorfteich Zöllschen";"Saalekreis";"unmatched";"";"";"";"";"Zöllschen";"";"";""
"10-290-09-groes-kohlenloch-bei-tollwitz";"10-290-09";"Großes Kohlenloch bei Tollwitz";"Saalekreis";"unmatched";"";"";"";"";"Tollwitz";"";"";""
"10-290-10-kleines-kohlenloch-bei-tollwitz";"10-290-10";"Kleines Kohlenloch bei Tollwitz";"Saalekreis";"review";"0.895";"locality-water-review";"51.2783797";"12.1074995";"Tollwitz";"";"0.27";""
"10-290-11-pfutze-bei-tollwitz";"10-290-11";"Pfütze bei Tollwitz";"Saalekreis";"review";"0.895";"locality-water-review";"51.2783797";"12.1074995";"Tollwitz";"";"0.27";""
"10-290-12-herrenteich-bei-tollwitz";"10-290-12";"Herrenteich bei Tollwitz";"Saalekreis";"review";"0.904";"locality-water-review";"51.2774349";"12.1020256";"Tollwitz";"Herrenteich";"0.63";""
"10-290-13-saale-leipzig-kanal";"10-290-13";"Saale-Leipzig-Kanal";"Saalekreis";"unmatched";"";"";"";"";"";"";"";""
"10-290-14-saale-im-altkreis-merseburg";"10-290-14";"Saale im Altkreis Merseburg";"Saalekreis";"review";"0.844";"locality-water-review";"51.3592592";"12.0032226";"Merseburg";"";"0.58";""
"10-290-16-kanal-wusteneutsch-km-1-32-1-62";"10-290-16";"Kanal Wüsteneutsch km 1, 32 - 1, 62";"Saalekreis";"review";"0.758";"locality-water-review";"51.5180425";"12.0827055";"1, 62";"";"1.11";""
"10-290-17-schenkteich-in-zweimen";"10-290-17";"Schenkteich in Zweimen";"Saalekreis";"unmatched";"";"";"";"";"Zweimen";"";"";""
"10-290-18-hirtenteich-in-zweimen";"10-290-18";"Hirtenteich in Zweimen";"Saalekreis";"review";"0.885";"locality-water-review";"51.3546752";"12.1372834";"Zweimen";"";"0.33";""
"10-290-19-schloteich-dolkau";"10-290-19";"Schloßteich Dölkau";"Saalekreis";"review";"0.893";"locality-water-review";"51.3629068";"12.1507059";"Dölkau";"";"0.29";""
"10-290-20-kuhteich-feldsee-bei-wallendorf";"10-290-20";"Kuhteich (Feldsee) bei Wallendorf";"Saalekreis";"unmatched";"";"";"";"";"Wallendorf";"";"";""
"10-290-21-klia-vom-ablauf-gotthardsteich";"10-290-21";"Klia vom Ablauf Gotthardsteich";"Saalekreis";"review";"0.866";"locality-water-review";"51.2987801";"12.0688659";"die Saale";"";"0.45";""
"10-290-23-luppe-von-landesgrenze-sachsen";"10-290-23";"Luppe von Landesgrenze Sachsen";"Saalekreis";"review";"0.851";"locality-water-review";"51.6963947";"11.2059699";"Landesgrenze Sachsen";"";"1.16";""
"10-290-24-weie-elster-von-landesgrenze-sachsen";"10-290-24";"Weiße Elster von Landesgrenze Sachsen";"Saalekreis";"review";"0.851";"locality-water-review";"51.6963947";"11.2059699";"Landesgrenze Sachsen";"";"1.16";""
"10-290-25-umgehungskanal-merseburg";"10-290-25";"Umgehungskanal Merseburg";"Saalekreis";"review";"0.844";"locality-water-review";"51.3592592";"12.0032226";"Merseburg";"";"0.58";""
"10-290-26-saalealtarm-leuna";"10-290-26";"Saalealtarm Leuna";"Saalekreis";"review";"0.848";"locality-water-review";"51.3321433";"12.0140891";"Leuna";"";"1.21";""
"10-290-28-vorderer-und-hinterer-gotthardsteich";"10-290-28";"Vorderer und Hinterer Gotthardsteich";"Saalekreis";"unmatched";"";"";"";"";"";"";"";""
"10-290-29-grokaynaer-see-sudteil-nsg";"10-290-29";"Großkaynaer See – Südteil NSG!";"Saalekreis";"unmatched";"";"";"";"";"NSG!";"";"";""
"10-290-32-schachtteich-milzau";"10-290-32";"Schachtteich Milzau";"Saalekreis";"review";"0.908";"locality-water-review";"51.3758149";"11.9017413";"Milzau";"";"0.2";""
"10-290-34-spitzteich-zweimen";"10-290-34";"Spitzteich Zweimen";"Saalekreis";"review";"0.885";"locality-water-review";"51.3546752";"12.1372834";"Zweimen";"";"0.33";""
"10-290-35-gr-teich-wolkau";"10-290-35";"Gr.Teich Wölkau";"Saalekreis";"review";"0.908";"locality-water-review";"51.3147388";"12.0581388";"Wölkau";"";"0.19";""
"10-290-36-dorfteich-oebles-schlechtewitz";"10-290-36";"Dorfteich Oebles-Schlechtewitz";"Saalekreis";"unmatched";"";"";"";"";"Oebles-Schlechtewitz";"";"";""
"10-290-38-teich-1-schladebach";"10-290-38";"Teich 1 Schladebach";"Saalekreis";"unmatched";"";"";"";"";"";"";"";""
"10-290-39-teich-1-witzschkersdorf";"10-290-39";"Teich 1 Witzschkersdorf";"Saalekreis";"unmatched";"";"";"";"";"";"";"";""
"10-290-41-muhlholz-kotzschau";"10-290-41";"Mühlholz Kötzschau";"Saalekreis";"review";"0.893";"locality-water-review";"51.3138163";"12.1178613";"Kötzschau";"";"0.28";""
"10-290-42-schaferteich-kotzschau";"10-290-42";"Schäferteich Kötzschau";"Saalekreis";"review";"0.893";"locality-water-review";"51.3138163";"12.1178613";"Kötzschau";"";"0.28";""
"10-290-43-teich-1-kotzschau";"10-290-43";"Teich 1 Kötzschau";"Saalekreis";"review";"0.893";"locality-water-review";"51.3138163";"12.1178613";"1 Kötzschau";"";"0.28";""
"10-290-44-teich-in-thalschutz";"10-290-44";"Teich in Thalschütz";"Saalekreis";"review";"0.922";"locality-water-review";"51.2955783";"12.1304009";"Thalschütz";"";"0.11";""
"10-290-45-teich-in-rampitz";"10-290-45";"Teich in Rampitz";"Saalekreis";"unmatched";"";"";"";"";"Rampitz";"";"";""
"10-290-46-teich-in-gohren";"10-290-46";"Teich in Göhren";"Saalekreis";"review";"0.917";"locality-water-review";"51.3546752";"12.1372834";"Göhren";"";"0.14";""
"10-290-47-ranitzer-see-nordteil";"10-290-47";"Raßnitzer See (Nordteil)";"Saalekreis";"unmatched";"";"";"";"";"(Nordteil)";"";"";""
"10-290-48-malerteich-in-gunthersdorf";"10-290-48";"Malerteich in Günthersdorf";"Saalekreis";"review";"0.906";"locality-water-review";"51.337113";"12.180005";"Günthersdorf";"";"0.21";""
"10-290-49-dorfteich-krollwitz";"10-290-49";"Dorfteich Kröllwitz";"Saalekreis";"unmatched";"";"";"";"";"Kröllwitz";"";"";""
"10-290-50-staubecken-tollwitz";"10-290-50";"Staubecken Tollwitz";"Saalekreis";"review";"0.895";"locality-water-review";"51.2783797";"12.1074995";"Tollwitz";"";"0.27";""
"10-290-51-brauhausteich-schkopau";"10-290-51";"Brauhausteich Schkopau";"Saalekreis";"review";"0.917";"locality-water-review";"51.389565";"11.9837609";"Schkopau";"";"0.14";""
"10-290-52-geiseltalsee-teilflache";"10-290-52";"Geiseltalsee (Teilfläche)";"Saalekreis";"unmatched";"";"";"";"";"";"";"";""
"10-290-53-kiessee-1-wallendorf";"10-290-53";"Kiessee 1 Wallendorf";"Saalekreis";"review";"0.915";"locality-water-review";"51.3551805";"12.0840786";"1 Wallendorf";"";"0.15";""
"10-290-54-kiessee-wallendorf-sudl-gastrasse";"10-290-54";"Kiessee Wallendorf südl. Gastrasse";"Saalekreis";"unmatched";"";"";"";"";"Gastrasse";"";"";""
"10-290-55-kiessee-2-wallendorf";"10-290-55";"Kiessee 2 Wallendorf";"Saalekreis";"review";"0.915";"locality-water-review";"51.3551805";"12.0840786";"2 Wallendorf";"";"0.15";""
"10-290-56-barfuteich-bad-durrenberg";"10-290-56";"Barfußteich Bad Dürrenberg";"Saalekreis";"review";"0.907";"locality-water-review";"51.2987801";"12.0688659";"Bad Dürrenberg";"";"0.2";""
"10-290-57-ockendorfer-teich-leuna";"10-290-57";"Ockendorfer Teich Leuna";"Saalekreis";"review";"0.854";"locality-water-review";"51.3269353";"12.0291405";"Leuna";"";"0.52";""
"10-351-01-froschteich-farnstadt";"10-351-01";"Froschteich Farnstädt";"Saalekreis";"unmatched";"";"";"";"";"Farnstädt";"";"";""
"10-351-02-hofeteich-farnstadt";"10-351-02";"Hofeteich Farnstädt";"Saalekreis";"unmatched";"";"";"";"";"Farnstädt";"";"";""
"10-352-01-naturstrandbad-bei-obhausen-kopie-vom-a-bl-h-k-pl-ro-s-z-20-00-fs-und-fes-sichtbar-im-auto-auslegen";"10-352-01";"Naturstrandbad bei Obhausen Kopie vom A, Bl, H, K, Pl, Ro,S, Z 20,00 FS und FES sichtbar im Auto auslegen";"Saalekreis";"unmatched";"";"";"";"";"";"";"";""
"10-352-02-teich-thalgarten-in-querfurt";"10-352-02";"Teich Thalgarten in Querfurt";"Saalekreis";"review";"0.791";"locality-water-review";"51.3821953";"11.6092281";"Querfurt";"";"0.91";""
"10-353-02-langer-teich-in-landgrafroda";"10-353-02";"Langer Teich in Landgrafroda";"Saalekreis";"review";"0.918";"locality-water-review";"51.3512116";"11.4287773";"Landgrafroda";"";"0.14";""
"10-353-03-schmoner-stausee";"10-353-03";"Schmoner Stausee";"Saalekreis";"unmatched";"";"";"";"";"";"";"";""
"10-353-04-muhlenteich-in-schmon";"10-353-04";"Mühlenteich in Schmon";"Saalekreis";"unmatched";"";"";"";"";"Schmon";"";"";""
"10-353-05-backerteich-landgrafroda";"10-353-05";"Bäckerteich Landgrafroda";"Saalekreis";"review";"0.918";"locality-water-review";"51.3512116";"11.4287773";"Landgrafroda";"";"0.14";""
"10-370-01-rosts-loch-in-lieskau";"10-370-01";"Rost‘s Loch in Lieskau";"Saalekreis";"review";"0.875";"locality-water-review";"51.5008778";"11.8448777";"Lieskau";"";"0.39";""
"10-370-02-grundel-teich-bei-teutschenthal";"10-370-02";"Gründel Teich bei Teutschenthal";"Saalekreis";"review";"0.842";"locality-water-review";"51.4496079";"11.8085724";"Teutschenthal";"";"0.6";""
"10-370-03-steinbruch-am-gutzer-berg-bei-landsberg-a-b-h-k-pl-ro-s-3-20";"10-370-03";"Steinbruch am Gützer Berg bei Landsberg A, B, H, K, Pl, Ro, S 3,20";"Saalekreis";"unmatched";"";"";"";"";"Landsberg A";"";"";""
"10-370-04-schmiedern-am-gutzer-berg";"10-370-04";"Schmiedern am Gützer Berg";"Saalekreis";"review";"0.837";"locality-water-review";"51.5307052";"12.1595916";"Landsberg";"";"0.62";""
"10-370-05-obere-steinbreite-bei-brachwitz";"10-370-05";"Obere Steinbreite bei Brachwitz";"Saalekreis";"review";"0.825";"locality-water-review";"51.5392813";"11.8829435";"Brachwitz";"";"0.7";""
"10-370-06-steinbruche-am-spitzberg-bei-landsberg-b-bl-k-pl-ro-0-85";"10-370-06";"Steinbrüche am Spitzberg bei Landsberg B, Bl, K, Pl, Ro 0,85";"Saalekreis";"review";"0.837";"locality-water-review";"51.5307052";"12.1595916";"Landsberg B";"";"0.62";""
"10-370-07-ihlau-bei-wettin";"10-370-07";"Ihlau bei Wettin";"Saalekreis";"unmatched";"";"";"";"";"Wettin";"";"";""
"10-370-09-steinbruch-bei-niemberg";"10-370-09";"Steinbruch bei Niemberg";"Saalekreis";"unmatched";"";"";"";"";"Niemberg";"";"";""
"10-370-10-lauterbachsloch-ii-bei-gimritz";"10-370-10";"Lauterbachsloch II bei Gimritz";"Saalekreis";"unmatched";"";"";"";"";"Gimritz";"";"";""
"10-370-11-tonloch-bei-teicha";"10-370-11";"Tonloch bei Teicha";"Saalekreis";"unmatched";"";"";"";"";"";"";"";""
"10-370-12-blaues-tonloch-bei-salzmunde";"10-370-12";"Blaues Tonloch bei Salzmünde";"Saalekreis";"unmatched";"";"";"";"";"Salzmünde";"";"";""
"10-370-13-vorderer-schacht-bei-dollnitz";"10-370-13";"Vorderer Schacht bei Döllnitz";"Saalekreis";"review";"0.864";"locality-water-review";"51.4061681";"12.0224734";"Döllnitz";"";"0.46";""
"10-370-14-pappelgrund-bei-teutschenthal";"10-370-14";"Pappelgrund bei Teutschenthal";"Saalekreis";"review";"0.842";"locality-water-review";"51.4496079";"11.8085724";"Teutschenthal";"";"0.6";""
"10-370-16-erlengrund-bei-teutschenthal";"10-370-16";"Erlengrund bei Teutschenthal";"Saalekreis";"review";"0.842";"locality-water-review";"51.4496079";"11.8085724";"Teutschenthal";"";"0.6";""
"10-370-17-saale-vom-trompeterfelsen";"10-370-17";"Saale vom Trompeterfelsen";"Saalekreis";"review";"0.801";"locality-water-review";"51.5361035";"11.8978799";"Trompeterfelsen";"";"0.85";""
"10-370-18-gewasser-an-der-seilbahn-i";"10-370-18";"Gewässer an der Seilbahn I";"Saalekreis";"review";"0.879";"locality-water-review";"51.5473413";"11.906682";"Morl";"";"0.37";""
"10-370-20-saalealtarm-dobis-nsg-beachten";"10-370-20";"Saalealtarm Dobis – NSG beachten-";"Saalekreis";"unmatched";"";"";"";"";"";"";"";""
"10-370-21-salza-von-straenbrucke-wansleben";"10-370-21";"Salza von Straßenbrücke Wansleben/";"Saalekreis";"unmatched";"";"";"";"";"Wansleben/";"";"";""
"10-370-22-kiestagebau-bei-plotz";"10-370-22";"Kiestagebau bei Plötz";"Saalekreis";"unmatched";"";"";"";"";"Plötz";"";"";""
"10-370-23-2-dorfteiche-in-niemberg";"10-370-23";"2 Dorfteiche in Niemberg";"Saalekreis";"review";"0.877";"locality-water-review";"51.5578506";"12.1031993";"Niemberg";"";"0.38";""
"10-370-25-tonloch-morl";"10-370-25";"Tonloch Morl";"Saalekreis";"review";"0.879";"locality-water-review";"51.5473413";"11.906682";"Morl";"";"0.37";""
"10-370-26-2-teiche-im-ot-hohen";"10-370-26";"2 Teiche im OT Hohen";"Saalekreis";"unmatched";"";"";"";"";"Hohen";"";"";""
"10-370-27-saalealtarm-stollen-wettin";"10-370-27";"Saalealtarm Stollen Wettin";"Saalekreis";"unmatched";"";"";"";"";"Wettin";"";"";""
"10-370-28-kaolingrube-gutenberg";"10-370-28";"Kaolingrube Gutenberg";"Saalekreis";"review";"0.76";"locality-water-review";"51.5404715";"11.9620324";"Gutenberg";"";"1.1";""
"10-370-29-westenteiche-brachstedt";"10-370-29";"Westenteiche Brachstedt";"Saalekreis";"unmatched";"";"";"";"";"Brachstedt";"";"";""
"10-370-30-dorfteich-nauendorf";"10-370-30";"Dorfteich Nauendorf";"Saalekreis";"unmatched";"";"";"";"";"Nauendorf";"";"";""
"10-370-31-parkteiche-ostrau";"10-370-31";"Parkteiche Ostrau";"Saalekreis";"unmatched";"";"";"";"";"Ostrau";"";"";""
"10-370-32-steinbruch-ostrau";"10-370-32";"Steinbruch Ostrau";"Saalekreis";"review";"0.886";"locality-water-review";"51.6200395";"12.0124822";"Ostrau";"";"0.33";""
"10-370-33-seilbahn-iii-u-ii-bei-morl";"10-370-33";"Seilbahn III u. II bei Morl";"Saalekreis";"review";"0.879";"locality-water-review";"51.5473413";"11.906682";"Morl";"";"0.37";""
"10-370-38-dorfteich-schwerz";"10-370-38";"Dorfteich Schwerz";"Saalekreis";"unmatched";"";"";"";"";"Schwerz";"";"";""
"10-370-39-dorfteich-dammendorf";"10-370-39";"Dorfteich Dammendorf";"Saalekreis";"unmatched";"";"";"";"";"Dammendorf";"";"";""
"10-370-40-teich-im-industriegebiet-sietzsch";"10-370-40";"Teich im Industriegebiet Sietzsch";"Saalekreis";"unmatched";"";"";"";"";"Sietzsch";"";"";""
"10-370-41-dorfteich-lohnsdorf";"10-370-41";"Dorfteich Lohnsdorf";"Saalekreis";"review";"0.924";"locality-water-review";"51.4987534";"12.1713851";"Lohnsdorf";"";"0.1";""
"10-370-44-teiche-am-wasserwerk";"10-370-44";"Teiche am Wasserwerk";"Saalekreis";"unmatched";"";"";"";"";"Wasserwerk";"";"";""
"10-370-45-teich-am-rodelberg";"10-370-45";"Teich am Rodelberg";"Saalekreis";"review";"0.928";"locality-water-review";"51.7971634";"12.2597306";"Rodelberg";"";"0.07";""
"10-370-46-dorfteich-sietzsch";"10-370-46";"Dorfteich Sietzsch";"Saalekreis";"review";"0.862";"locality-water-review";"51.481308";"12.164922";"Sietzsch";"";"0.48";""
"10-370-48-muller-s-loch-lieskau";"10-370-48";"Müller´s Loch Lieskau";"Saalekreis";"unmatched";"";"";"";"";"Loch Lieskau";"";"";""
"10-370-49-goethebruch-petersberg";"10-370-49";"Goethebruch Petersberg";"Saalekreis";"unmatched";"";"";"";"";"Goethebruch Petersberg";"";"";""
"10-370-51-napresse-dollnitz";"10-370-51";"Naßpresse Döllnitz";"Saalekreis";"review";"0.854";"locality-water-review";"51.4088558";"12.0483502";"Naßpresse Döllnitz";"";"0.52";""
"10-370-52-entenfang-bei-langenbogen";"10-370-52";"Entenfang bei Langenbogen";"Saalekreis";"review";"0.838";"locality-water-review";"51.4848343";"11.7610091";"Langenbogen";"";"0.62";""
"10-370-54-webersche-sandgrube-beidersee";"10-370-54";"Webersche Sandgrube Beidersee";"Saalekreis";"unmatched";"";"";"";"";"";"";"";""
"10-371-01-muhlteich-krosigk";"10-371-01";"Mühlteich Krosigk";"Saalekreis";"unmatched";"";"";"";"";"Krosigk";"";"";""
"11-240-02-auensee-bei-granschutz";"11-240-02";"Auensee bei Granschütz";"Burgenlandkreis";"unmatched";"";"";"";"";"Granschütz";"";"";""
"11-240-03-vollert-bei-trebnitz";"11-240-03";"Vollert bei Trebnitz";"Burgenlandkreis";"review";"0.834";"locality-water-review";"51.0932918";"12.0750421";"Trebnitz";"";"0.64";""
"11-240-04-restloch-tornau";"11-240-04";"Restloch Tornau";"Burgenlandkreis";"review";"0.838";"locality-water-review";"51.1905176";"12.1483066";"Tornau";"";"0.62";""
"11-240-05-klarteich-taucha";"11-240-05";"Klärteich Taucha";"Burgenlandkreis";"unmatched";"";"";"";"";"Taucha";"";"";""
"11-240-06-feuerloschteich-gerstewitz";"11-240-06";"Feuerlöschteich Gerstewitz";"Burgenlandkreis";"review";"0.806";"locality-water-review";"51.1920387";"12.0228088";"Gerstewitz";"";"0.81";""
